CountryName,GSMOpName,MCC,MNC,ConnectionName,AccessPointName,Homepage,UserName,Password,PromptPassword,Authentication,ProxySrvrAddr,PortNum,PriNameSrvr,SndNameSrvr
Belgium,Mobistar,206,10,Mobistar Internet,internet.be,,,,0,0,,0,0.0.0.0,0.0.0.0
Belgium,Mobistar,206,10,Orange World,mworld.be,http://wap.mobistar.be,,,0,0,212.65.63.143,8080,0.0.0.0,0.0.0.0
Belgium,Mobistar,206,10,Video Stream,video.be,,,,0,0,,0,0.0.0.0,0.0.0.0
Belgium,Mobistar,206,10,Mobistar MMS,mms.be,http://mmsc.mobistar.be,,,0,0,212.65.63.143,8080,0.0.0.0,0.0.0.0
Belgium,Base,206,20,InfoConnect Internet,gprs.base.be,,,,0,0,,0,0.0.0.0,0.0.0.0
Belgium,Base,206,20,InfoConnect GPRS,gprs.base.be,http://wap.base.be,,,0,0,172.31.198.37,80,0.0.0.0,0.0.0.0
France,Orange F,208,1,Orange entreprises,orange-mib,http://accueil.orangemib.net/,orange,orange,0,0,172.016.002.008,8000,0.0.0.0,0.0.0.0
France,Orange F,208,1,Orange World,orange,http://www.orange.fr,orange,orange,0,0,192.168.10.100,8080,0.0.0.0,0.0.0.0
France,Orange F,208,1,Orange acte,orange.acte,http://mms.orange.fr,orange,orange,0,0,192.168.10.200,8080,0.0.0.0,0.0.0.0
France,Orange,208,2,Orange GPRS ISP,orange.fr,http://www.orange.fr,,,0,0,,0,194.051.003.049,194.051.003.056
France,Orange,208,2,Orange WAP GPRS,orange,http://www.orange.fr,,,0,0,192.168.010.100,8080,0.0.0.0,0.0.0.0
France,Orange,208,2,Orange MMS,orange.acte,http://mms.orange.fr,,,0,0,192.168.010.200,8080,0.0.0.0,0.0.0.0
France,SFR,208,10,SFR Internet,websfr,,,,0,0,,0,0.0.0.0,0.0.0.0
France,SFR,208,10,Vodafone Live!,wapsfr,http://live.vodafone.com,,,0,0,195.115.25.129,8080,0.0.0.0,0.0.0.0
France,SFR,208,10,Vodafone Live! Streaming,wapsfr,,,,0,0,,0,0.0.0.0,0.0.0.0
France,SFR,208,10,MMS,mmssfr,http://mms1,,,0,0,10.151.0.1,8080,0.0.0.0,0.0.0.0
France,NRJ,208,10,NRJSTREAMING,wapnrj,wap.nrjmobile.com,,,0,0,195.115.25.129,8080,0.0.0.0,0.0.0.0
France,NRJ,208,10,NRJWEB,internetnrj,,,,0,0,,0,0.0.0.0,0.0.0.0
France,NRJ,208,10,NRJWAP,wapnrj,wap.nrjmobile.com,,,0,0,195.115.25.129,8080,0.0.0.0,0.0.0.0
France,NRJ,208,10,NRJMMS,mmsnrj,http://mmsnrj,,,0,0,192.168.21.5,8080,0.0.0.0,0.0.0.0
France,F BOUYGTEL,208,20,BouyguesGPRS ISP,ebouygtel.com,,,,0,0,,0,0.0.0.0,0.0.0.0
France,F BOUYGTEL,208,20,GPRS Bouygtel,mmsbouygtel.com,http://wap.6sens.com,,,0,0,62.201.137.17,8080,0.0.0.0,0.0.0.0
France,F BOUYGTEL,208,20,Bouygtel MMS,mmsbouygtel.com,mms.bouyguestelecom.fr/mms/wapenc,,,0,0,62.201.137.17,8080,0.0.0.0,0.0.0.0
Monaco,Monacell,212,1,Orange,orange.fr,,orange,orange,0,0,,0,0.0.0.0,0.0.0.0
Monaco,Monacell,212,1,W@P GPRS,orange,http://wap.monacell.net,orange,orange,0,0,192.168.10.100,80,0.0.0.0,0.0.0.0
Monaco,Monacell,212,1,MMS GPRS,orange.acte,http://mms.orange.fr,orange,orange,0,0,192.168.10.200,80,0.0.0.0,0.0.0.0
Andorr,STA,213,3,STA GPRS,internet,http://www.sta.ad/index.wml,,,0,0,,0,0.0.0.0,0.0.0.0
Andorr,STA,213,3,STA MMS,mms,http://mms.ad/mmsc,,,0,0,192.168.021.050,3130,0.0.0.0,0.0.0.0
Andorr,STA,213,3,STA WAP,internet,http://www.sta.ad/index.wml,,,0,0,192.168.112.74,9201,0.0.0.0,0.0.0.0
Spain,Vodafone ES,214,1,Vodafone,airtelwap.es,http://wap.vodafone.es,wap@wap,wap125,0,0,212.73.32.10,80,0.0.0.0,0.0.0.0
Spain,Vodafone ES,214,1,MMS VODAFONE,mms.vodafone.net,http://mmsc.vodafone.es/servlets/mms,wap@wap,wap125,0,0,212.73.32.10,80,0.0.0.0,0.0.0.0
Spain,Vodafone ES,214,1,Push Email,push,,,,0,0,,0,0.0.0.0,0.0.0.0
Spain,Vodafone ES,214,1,INTERNET GPRS,airtelnet.es,,vodafone,vodafone,0,0,,0,0.0.0.0,0.0.0.0
Spain,Movistar,214,2,movistar emoción,wap.movistar.es,http://wap.movistar.com,WAPTM,WAPTM,0,0,10.138.255.129,8080,0.0.0.0,0.0.0.0
Spain,Movistar,214,2,movistar Java,movistar.es,,MOVISTAR,MOVISTAR,0,0,,0,0.0.0.0,0.0.0.0
Spain,Movistar,214,2,movistar Internet,movistar.es,,MOVISTAR,MOVISTAR,0,0,,0,0.0.0.0,0.0.0.0
Spain,Movistar,214,2,movistar MMS,mms.movistar.es,http://mms.movistar.com,MOVISTAR@mms,MOVISTAR,0,0,10.138.255.5,8080,0.0.0.0,0.0.0.0
Spain,amena,214,3,amena WAP,amenawap,http://portalwap.amenate.com,CLIENTE,AMENA,0,0,wap.amenate.com,8080,0.0.0.0,0.0.0.0
Spain,amena,214,3,amena MMS,amenamms,http://mms.amena.com,MMS,AMENA,0,0,mms.amenate.com,8080,0.0.0.0,0.0.0.0
Spain,amena,214,3,amena Internet,internet,,CLIENTE,AMENA,0,0,,0,0.0.0.0,0.0.0.0
Spain,Movistar,214,7,movistar emoción,wap.movistar.es,http://wap.movistar.com,WAPTM,WAPTM,0,0,10.138.255.129,8080,0.0.0.0,0.0.0.0
Spain,Movistar,214,7,movistar Java,movistar.es,,MOVISTAR,MOVISTAR,0,0,,0,0.0.0.0,0.0.0.0
Spain,Movistar,214,7,movistar Internet,movistar.es,,MOVISTAR,MOVISTAR,0,0,,0,0.0.0.0,0.0.0.0
Spain,Movistar,214,7,movistar MMS,mms.movistar.es,http://mms.movistar.com,MOVISTAR@mms,MOVISTAR,0,0,10.138.255.5,8080,0.0.0.0,0.0.0.0
Hungary,PANNON GSM,216,1,Pannon Internet,net,,,,0,0,,0,0.0.0.0,0.0.0.0
Hungary,PANNON GSM,216,1,Pannon W@P GPRS,wap,http://wap.pgsm.hu/index.wml,,,0,0,193.225.154.22,8080,0.0.0.0,0.0.0.0
Hungary,PANNON GSM,216,1,Pannon Streaming,wap,,,,0,0,,0,0.0.0.0,0.0.0.0
Hungary,PANNON GSM,216,1,Pannon MMS,mms,http://mmsc.pgsm.hu/,,,0,0,193.225.154.22,8080,0.0.0.0,0.0.0.0
Hungary,T-Mobile H,216,30,T-Mobile NET PS,internet,http://www.t-zones.hu,felhasznalonev,,0,0,212.51.126.2,8080,0.0.0.0,0.0.0.0
Hungary,T-Mobile H,216,30,T-Mobile WAP PS,wap,http://www.t-zones.hu,wap,Wap,0,0,212.51.126.2,8080,0.0.0.0,0.0.0.0
Hungary,T-Mobile H,216,30,T-Mobile Streaming,wap,http://www.t-zones.hu,wap,Wap,0,0,212.51.126.2,8080,0.0.0.0,0.0.0.0
Hungary,T-Mobile H,216,30,T-Mobile MMS PS,mms,http://mms.t-mobile.hu/servlets/mms,mms,mms,0,0,212.51.126.10,8080,0.0.0.0,0.0.0.0
Hungary,Vodafone HU,216,70,Vodafone Internet,internet.vodafone.net,,,,0,0,,0,0.0.0.0,0.0.0.0
Hungary,Vodafone HU,216,70,Vodafone WAP,wap.vodafone.net,http://live.vodafone.com,vodawap,vodawap,0,0,10.9.8.7,8080,0.0.0.0,0.0.0.0
Hungary,Vodafone HU,216,70,Vodafone Streaming,streaming.vodafone.net,,,,0,0,,0,0.0.0.0,0.0.0.0
Hungary,Vodafone HU,216,70,Vodafone MMS,mms.vodafone.net,http://mms.vodafone.hu/servlets/mms,,,0,0,80.244.97.2,8080,0.0.0.0,0.0.0.0
Bosnia and Herzegovina,Telekom Srpske,218,5,mobisgprs1,mobisgprs1,,,,0,0,,0,0.0.0.0,0.0.0.0
Bosnia and Herzegovina,Telekom Srpske,218,5,mobismms,mobismms,http://mmsc.065mobis.com/mms/wapenc,,,0,0,192.168.061.011,80,0.0.0.0,0.0.0.0
Bosnia and Herzegovina,Telekom Srpske,218,5,mobisgprs1 WAP,mobisgprs1,http://wap.065mobis.com,,,0,0,192.168.061.010,80,0.0.0.0,0.0.0.0
Bosnia and Herzegovina,BH Telecom,218,90,BHM Internet Active,active.bhmobile.ba,http://wap.bhmobile.ba,,,0,0,,0,0.0.0.0,0.0.0.0
Bosnia and Herzegovina,BH Telecom,218,90,BHMobile Active,active.bhmobile.ba,http://wap.bhmobile.ba,,,0,0,195.222.056.041,8080,0.0.0.0,0.0.0.0
Bosnia and Herzegovina,BH Telecom,218,90,BHMobile MMS,mms.bhmobile.ba,http://mms.bhmobile.ba/cmmsc/post,,,0,0,195.222.056.041,8080,0.0.0.0,0.0.0.0
Croatia,T-Mobile HR,219,1,TM HR Internet,web.htgprs,http://www.t-mobile.hr,,,0,0,,0,0.0.0.0,0.0.0.0
Croatia,T-Mobile HR,219,1,TM HR WAP GPRS,www.htgprs.hr,http://wap.t-zones.hr,,,0,0,10.12.0.3,8080,0.0.0.0,0.0.0.0
Croatia,T-Mobile HR,219,1,TM HR MMS,mms.htgprs,http://mms.t-mobile.hr/servlets/mms,,,0,0,10.12.0.4,8080,0.0.0.0,0.0.0.0
Croatia,VIPnet,219,10,VIP.gprs,gprs0.vipnet.hr,http://live.vip.hr,,,0,0,212.91.99.91,8080,0.0.0.0,0.0.0.0
Croatia,VIPnet,219,10,VIP.mms,mms.vipnet.hr,http://mms.vipnet.hr/servlets/mms,,,0,0,212.91.99.91,8080,0.0.0.0,0.0.0.0
Serbia and Montenegro,MOBTEL,220,1,Mobtel Internet,internet,,mobtel,gprs,0,0,,0,0.0.0.0,0.0.0.0
Serbia and Montenegro,MOBTEL,220,1,Mobtel GPRS,internet,http://wap.mobtel.co.yu,mobtel,gprs,0,0,217.65.192.33,8080,0.0.0.0,0.0.0.0
Serbia and Montenegro,MOBTEL,220,1,Mobtel MMS,mms,http://mms.mobtel.co.yu/servlets/mms,,,0,0,217.65.192.33,8080,0.0.0.0,0.0.0.0
Serbia and Montenegro,ProMonte,220,2,ProGPRS,gprs.promonte.com,http://pmi.promonte.com,gprs,gprs,0,0,192.168.246.5,8080,0.0.0.0,0.0.0.0
Serbia and Montenegro,ProMonte,220,2,ProMMS,mms.promonte.com,http://mm.vor.promonte.com,mms,mms,0,0,192.168.246.5,8080,0.0.0.0,0.0.0.0
Serbia and Montenegro,MTS,220,3,MTS Internet,gprsinternet,,,,0,0,,0,0.0.0.0,0.0.0.0
Serbia and Montenegro,MTS,220,3,MTS GPRS WAP,gprswap,http://wap.mts064.telekom.yu,,,0,0,172.017.088.198,8080,0.0.0.0,0.0.0.0
Serbia and Montenegro,MTS,220,3,MTS MMS,mms,http://mms.mts064.telekom.yu/mms/wapenc,,,0,0,172.017.085.131,8080,0.0.0.0,0.0.0.0
Serbia and Montenegro,Telekom Srbija,220,3,Internet,gprsinternet,,mts,64,0,0,,0,0.0.0.0,0.0.0.0
Serbia and Montenegro,Telekom Srbija,220,3,WAP,gprswap,www.wap.mts064.telekom.yu,mts,64,0,0,172.17.85.131,9201,0.0.0.0,0.0.0.0
Serbia and Montenegro,Telekom Srbija,220,3,MMS,mms,http://mms.mts064.telekom.yu/mms/wapenc,mts,64,0,0,172.17.85.131,9201,0.0.0.0,0.0.0.0
Serbia and Montenegro,Monet,220,4,MONET GPRS,gprs.monetcg.com,http://wap.monetcg.com,38167,38167,0,0,10.0.5.19,8080,0.0.0.0,0.0.0.0
Serbia and Montenegro,Monet,220,4,MONET MMS,mms.monetcg.com,http://192.168.180.100/servlets/mms,38167,38167,0,0,10.0.5.19,8080,0.0.0.0,0.0.0.0
Serbia and Montenegro,Monet Prepaid,220,4,MoNet Prepaid MMS,mms.monetcg.com,http://192.168.180.100/servlets/mms,,,0,0,10.0.5.19,9201,0.0.0.0,0.0.0.0
Italy,TIM,222,1,IBOX,ibox.tim.it,,,,0,0,,0,0.0.0.0,0.0.0.0
Italy,TIM,222,1,Mobile TV,livetv.tim.it,,,,0,0,,0,0.0.0.0,0.0.0.0
Italy,TIM,222,1,WAP TIM,wap.tim.it,http://wap.tim.it,,,0,0,213.26.205.1,80,0.0.0.0,0.0.0.0
Italy,TIM,222,1,MMS TIM,mms.tim.it,http://mms.tim.it/servlets/mms,,,0,0,213.230.130.89,80,0.0.0.0,0.0.0.0
Italy,vodafone IT,222,10,Vodafone Internet,,,,,0,0,,0,0.0.0.0,0.0.0.0
Italy,vodafone IT,222,10,Vodafone live!,wap.omnitel.it,http://live.vodafone.com,,,0,0,10.128.201.76,80,0.0.0.0,0.0.0.0
Italy,vodafone IT,222,10,Vodafone live! Streaming,wap.omnitel.it,,,,0,0,,0,0.0.0.0,0.0.0.0
Italy,vodafone IT,222,10,Vodafone MMS,mms.vodafone.it,http://mms.vodafone.it/servlets/mms,,,0,0,10.128.224.10,80,0.0.0.0,0.0.0.0
Italy,I WIND,222,88,WIND WEB,internet.wind,,,,0,0,,0,0.0.0.0,0.0.0.0
Italy,I WIND,222,88,WIND WAP,wap.wind,http://mobile.libero.it,,,0,0,212.245.244.100,8080,0.0.0.0,0.0.0.0
Italy,I WIND,222,88,WIND MMS,mms.wind,http://mms.wind.it,,,0,0,212.245.244.11,8080,0.0.0.0,0.0.0.0
Italy,3 ITA,222,99,3 Internet,tre.it,http://mobile.tre.it/HB/talon/welcome.jsp,tre,tre,0,0,,0,0.0.0.0,0.0.0.0
Italy,3 ITA,222,99,3 WAP,tre.it,http://mobile.tre.it/,,,0,0,,0,0.0.0.0,0.0.0.0
Italy,3 ITA,222,99,3 MMS,tre.it,http://10.216.59.240.10021/mmsc,,,0,0,wsb.treumts.it:8799,8799,0.0.0.0,0.0.0.0
Romania,CONNEX,226,1,Connex Internet,internet.connex.ro,,internet.connex.ro,connex,0,0,,0,0.0.0.0,0.0.0.0
Romania,CONNEX,226,1,Play,play.connex.ro,http://play.connex.ro/,play.connex.ro,connex,0,0,193.230.161.231,8080,0.0.0.0,0.0.0.0
Romania,CONNEX,226,1,Connex WAP Start,wapfree.connex.ro,http://play.connex.ro/,wapfree.connex.ro,free,0,0,193.230.161.231,8080,0.0.0.0,0.0.0.0
Romania,CONNEX,226,1,Connex WAP GPRS,wap.connex.ro,http://play.connex.ro/,wap.connex.ro,connex,0,0,193.230.161.231,8080,0.0.0.0,0.0.0.0
Romania,CONNEX,226,1,Connex MMS,mms.connex.ro,http://multimedia/servlets/mms,mms.connex.ro,connex,0,0,193.230.161.231,8080,0.0.0.0,0.0.0.0
Romania,Orange RO,226,10,RO Orange Internet,internet,,Internet,Orange,0,0,,0,0.0.0.0,0.0.0.0
Romania,Orange RO,226,10,Orange WAP,wap,http://wap.orange.ro/index.wml,wap,wap,0,0,62.217.247.252,8799,0.0.0.0,0.0.0.0
Romania,Orange RO,226,10,MMS,mms,http://wap.mms.orange.ro:8002,mms,mms,0,0,62.217.247.252,8799,0.0.0.0,0.0.0.0
Switzerland,Swisscom,228,1,SWISS Internet,gprs.swisscom.ch,,,,0,0,,0,0.0.0.0,0.0.0.0
Switzerland,Swisscom,228,1,Swisscom GPRS,gprs.swisscom.ch,http://www.gomobile.ch,,,0,0,192.168.210.1,8080,0.0.0.0,0.0.0.0
Switzerland,Swisscom,228,1,Swisscom MMS,event.swisscom.ch,http://mms.natel.ch:8079,,,0,0,192.168.210.2,8080,0.0.0.0,0.0.0.0
Switzerland,sunrise,228,2,sunrise WEB GPRS,internet,,,,0,0,,0,0.0.0.0,0.0.0.0
Switzerland,sunrise,228,2,sunrise live,wap.sunrise.ch,http://live.sunrise.ch,wap,wap,0,0,212.35.34.70,8080,0.0.0.0,0.0.0.0
Switzerland,sunrise,228,2,sunrise MMS GPRS,mms.sunrise.ch,http://mmsc.sunrise.ch,mms,mms,0,0,212.35.34.75,8080,0.0.0.0,0.0.0.0
Switzerland,Orange,228,3,Orange Internet,internet,,,,0,0,,0,0.0.0.0,0.0.0.0
Switzerland,Orange,228,3,Orange WAP,wap,http://wap.orange.ch,,,0,0,192.168.10.2,8080,0.0.0.0,0.0.0.0
Switzerland,Orange,228,3,Orange MMS,mms,http://192.168.151.3:8002,,,0,0,192.168.151.2,8080,0.0.0.0,0.0.0.0
Czech Republic,T-Mobile CZ,230,1,T-Mobile Internet,internet.t-mobile.cz,http://www.t-zones.cz,,,0,0,,0,62.141.000.001,62.141.000.002
Czech Republic,T-Mobile CZ,230,1,T-Mobile WAP,wap.t-mobile.cz,http://wap,wap,wap,0,0,10.0.0.10,80,0.0.0.0,0.0.0.0
Czech Republic,T-Mobile CZ,230,1,T-Mobile MMS,mms.t-mobile.cz,http://mms,mms,mms,0,0,10.0.0.10,80,0.0.0.0,0.0.0.0
Czech Republic,EUROTEL - CZ,230,2,EuroTel ISP GPRS,internet,,,,0,0,,0,0.0.0.0,0.0.0.0
Czech Republic,EUROTEL - CZ,230,2,Eurotel WAP 2.0,wap,http://wap.eurotel.cz,eurotel,wap,0,0,160.218.160.218,8080,0.0.0.0,0.0.0.0
Czech Republic,EUROTEL - CZ,230,2,Eurotel MMS 2.0,mms,http://mms.eurotel.cz:8002,,,0,0,160.218.160.218,8080,0.0.0.0,0.0.0.0
Czech Republic,Vodafone CZ,230,3,GPRS Web,internet,,,,0,0,,0,0.0.0.0,0.0.0.0
Czech Republic,Vodafone CZ,230,3,GPRS Wap,wap,http://wap,wap,wap,0,0,10.11.10.11,80,0.0.0.0,0.0.0.0
Czech Republic,Vodafone CZ,230,3,MMS,mms,http://mms,mms,mms,0,0,10.11.10.11,80,0.0.0.0,0.0.0.0
Czech Republic,Vodafone CZ - VK,230,3,VKGPRS Web,ointernet,,,,0,0,,0,0.0.0.0,0.0.0.0
Czech Republic,Vodafone CZ - VK,230,3,VKGPRS Wap,owap,http://wap,wap,wap,0,0,10.11.10.11,80,0.0.0.0,0.0.0.0
Slovakia,Orange SK,231,1,Orange Internet,internet,,,,0,0,,0,0.0.0.0,0.0.0.0
Slovakia,Orange SK,231,1,Orange World,orangewap,http://wap.orange.sk,wap,wap,0,0,213.151.208.156,8799,0.0.0.0,0.0.0.0
Slovakia,Orange SK,231,1,Orange MMS,mms,http://imms.orange.sk,wap,wap,0,0,213.151.208.145,8799,0.0.0.0,0.0.0.0
Slovakia,T-Mobile SK,231,2,T-Mobil Internet,internet,,,,0,0,,0,0.0.0.0,0.0.0.0
Slovakia,T-Mobile SK,231,2,T-Mobile WAP,wap,http://wap,wap,wap,0,0,192.168.1.1,8080,0.0.0.0,0.0.0.0
Slovakia,T-Mobile SK,231,2,T-Mobile MMS,mms,http://mms,mms,mms,0,0,192.168.1.1,8080,0.0.0.0,0.0.0.0
Slovakia,Orange SK,231,5,MMS Orange,mms,http://imms.orange.sk,,,0,0,213.151.208.145,8799,0.0.0.0,0.0.0.0
Slovakia,Orange SK,231,5,Orange World,orangewap,http://wap.orange.sk,,,0,0,213.151.208.156,8799,0.0.0.0,0.0.0.0
Austria,A1,232,1,live!,A1.net,http://live.A1.net,ppp@A1plus.at,ppp,0,0,gateway.A1.net,8001,0.0.0.0,0.0.0.0
Austria,A1,232,1,live! Streaming,A1.net,,ppp@A1plus.at,ppp,0,0,,0,0.0.0.0,0.0.0.0
Austria,A1,232,1,A1MMS,free.A1.net,http://mmsc.A1.net,ppp@A1plus.at,ppp,0,0,gateway.A1.net,8001,0.0.0.0,0.0.0.0
Austria,T-Mobile,232,2,t-zones internet,gprsinternet,,,,0,0,,0,213.162.64.1,213.162.64.2
Austria,T-Mobile,232,2,T-Mobile MMS,gprsmms,http://mmsc.t-mobile.at/servlets/mms,,,0,0,010.012.000.020,80,0.0.0.0,0.0.0.0
Austria,T-Mobile,232,2,T-Mobile Internet,gprsinternet,,,,0,0,,0,0.0.0.0,0.0.0.0
Austria,T-Mobile,232,2,T-Mobile Pushto Talk,,,,,0,0,,0,0.0.0.0,0.0.0.0
Austria,T-Mobile A,232,3,T-Mobile Internet,gprsinternet,http://www.t-zones.at,,,0,0,,0,214.162.64.1,214.162.64.2
Austria,T-Mobile A,232,3,T-Mobile Streaming,gprsinternet,,,,0,0,,0,0.0.0.0,0.0.0.0
Austria,T-Mobile A,232,3,T-Mobile MMS,gprsmms,http://mmsc.t-mobile.at/servlets/mms,,,0,0,10.12.0.20,80,0.0.0.0,0.0.0.0
Austria,T-Mobile A,232,3,T-Mobile Pushto Talk,,,,,0,0,,0,0.0.0.0,0.0.0.0
Austria,one,232,5,one gprs web,web.one.at,,web,web,0,0,,0,194.024.128.100,194.024.128.102
Austria,one,232,5,one video,video.one.at,,video,video,0,0,,0,194.024.128.100,194.024.128.102
Austria,one,232,5,one,wap.one.at,http://wap.one.at,wap,wap,0,0,194.24.128.118,8080,0.0.0.0,0.0.0.0
Austria,one,232,5,one mms,mms.one.at,http://mmsc.one.at/mms/wapenc,mms,mms,0,0,194.24.128.118,8080,0.0.0.0,0.0.0.0
Austria,A tele.ring,232,7,tele.ring web,web,,web@telering.at,web,0,0,,0,0.0.0.0,0.0.0.0
Austria,A tele.ring,232,7,tele.ring wap,wap,http://wap.telering.at,wap@telering.at,wap,0,0,212.95.31.50,8080,0.0.0.0,0.0.0.0
Austria,A tele.ring,232,7,tele.ring mms,mms,http://relay.mms.telering.at,wap@telering.at,wap,0,0,212.95.31.50,8080,0.0.0.0,0.0.0.0
